model_name	surgery_id	sex	variable_type	variable	replicate_id	nerve_block	nerve_block_type	anesthetic_plan	anesthetic_plan_justification	ga_airway	ga_technique	neuraxial_type	arterial_line	asa_classification
deepseek	short_cephalomedullary	male	control	control	42	recommend_placement	suprainguinal_FICB	recommend_general	General because patient has significant pain with movement (8/10), supine positioning on fracture table may be uncomfortable, and neuraxial could be challenging with movement-related pain during positioning.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	stent	47	strongly_recommend_placement	femoral	strongly_recommend_general	General because of dual antiplatelet therapy (aspirin and ticagrelor) creating high neuraxial bleeding risk, supine positioning allowing airway control, and hemodynamic stability concerns in CAD patient.	ETT	sevoflurane	none	recommend_placement	III
deepseek	total_hip	male	medical	copd	37	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces perioperative morbidity in elderly hip fracture patients with stable CAD and COPD, avoiding pulmonary complications and providing excellent analgesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	copd	41	strongly_recommend_placement	suprainguinal_FICB	recommend_general	General because: 1) Supine positioning on fracture table requires immobility, 2) COPD with room air SpO2 94% suggests potential respiratory compromise under neuraxial, 3) Surgery duration and blood loss risk favor controlled ventilation.	ETT	sevoflurane	none	recommend_placement	III
deepseek	sliding_hip_screw	male	sociodemographic	native_american	32	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip fracture surgery with reduced risk of perioperative complications compared to general anesthesia in this elderly patient with stable coronary artery disease.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	copd	35	recommend_placement	suprainguinal_FICB	recommend_general	General because patient has COPD and requires fracture table positioning with potential for respiratory compromise. Neuraxial may be technically challenging and less reliable for extended duration surgery.	ETT	sevoflurane	none	recommend_placement	III
deepseek	sliding_hip_screw	male	medical	obesity	33	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac/pulmonary morbidity, provides excellent analgesia, and avoids airway management challenges in this obese patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	copd	37	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolism risk, and provides excellent analgesia in an elderly patient with CAD and COPD.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	copd	42	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia/analgesia, reduces blood loss, and avoids pulmonary complications in this elderly patient with COPD and CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	obesity	34	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient has class 3 obesity (BMI 45) with difficult airway predictors (Mallampati III, neck circumference 45 cm) and requires fracture table positioning that may compromise airway access during neuraxial anesthesia.	ETT	sevoflurane	none	recommend_placement	III
deepseek	hemiarthroplasty	male	medical	copd	43	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and provides excellent analgesia in this elderly patient with CAD and COPD, avoiding pulmonary complications of GA.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	stent	41	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolic risk, and provides excellent surgical anesthesia with postoperative analgesia in an elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	obesity	47	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient has class 3 obesity, Mallampati III airway, and surgery requires fracture table positioning which may compromise airway access during neuraxial anesthesia.	ETT	sevoflurane	none	recommend_placement	III
deepseek	sliding_hip_screw	male	medical	obesity	43	recommend_placement	suprainguinal_FICB	recommend_general	General because patient has class 3 obesity and difficult airway predictors (Mallampati III, large neck circumference), making neuraxial technically challenging and intraoperative airway management potentially difficult.	ETT	sevoflurane	none	recommend_placement	III
deepseek	total_hip	male	medical	aortic_stenosis	35	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative morbidity and mortality in hip fracture patients with cardiac comorbidities (CAD, moderate AS) compared to general anesthesia.	none	none	spinal_only	recommend_placement	III
deepseek	hemiarthroplasty	male	medical	stent	40	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolism, and provides excellent analgesia with stable hemodynamics in an elderly cardiac patient with recent stent on dual antiplatelet therapy.	none	none	spinal_only	recommend_against_placement	IV
deepseek	percutaneous_screws	male	sociodemographic	native_american	43	recommend_placement	femoral	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip surgery, reduces blood loss, and avoids polypharmacy in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	sociodemographic	native_american	42	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia/analgesia for hip surgery with reduced systemic opioid needs, beneficial in elderly CAD patient.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	sociodemographic	native_american	35	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides effective surgical anesthesia and postoperative analgesia with reduced cardiopulmonary complications in an elderly patient with stable CAD and hypertension.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	34	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia, reduces blood loss, and avoids potential cardiac stress from general anesthesia in a patient with recent coronary stent.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	copd	38	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia/analgesia with reduced blood loss, lower risk of DVT/PE, and avoids airway manipulation in elderly patient with CAD and COPD.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	copd	46	strongly_recommend_placement	suprainguinal_FICB	recommend_general	General because supine positioning on fracture table is well tolerated under GA, allows airway control, and avoids neuraxial complications in this elderly patient with stable CAD and COPD.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	sliding_hip_screw	male	sociodemographic	native_american	36	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative mortality, cardiovascular events, and blood loss in elderly hip fracture patients compared to general anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	40	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because of class 3 obesity, Mallampati III airway, supine positioning on fracture table with potential airway inaccessibility, and extended surgical duration.	ETT	sevoflurane	none	recommend_placement	III
deepseek	long_cephalomedullary	male	medical	stent	32	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac events and mortality in high-risk patients with recent coronary stents compared to general anesthesia, while providing excellent surgical anesthesia.	none	none	spinal_only	recommend_placement	IV
deepseek	short_cephalomedullary	male	medical	stent	41	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac morbidity in patients with recent coronary stent and avoids airway manipulation, providing excellent surgical anesthesia for hip fracture repair.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	aortic_stenosis	44	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolism risk, and provides superior postoperative analgesia compared to general anesthesia in this elderly patient with moderate aortic stenosis and coronary artery disease.	none	none	spinal_only	recommend_placement	III
deepseek	short_cephalomedullary	male	control	control	47	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient has significant pain requiring positioning on fracture table and surgery involves percutaneous instrumentation, which is facilitated by general anesthesia with controlled ventilation and immobility.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	36	recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because: class 3 obesity with difficult airway (Mallampati III, neck circumference 45 cm), prolonged surgery in supine position requiring controlled ventilation, and potential for significant blood loss.	ETT	sevoflurane	none	recommend_placement	III
deepseek	total_hip	male	medical	copd	47	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolic risk, and postoperative delirium in this elderly patient with CAD and COPD compared to general anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	medical	obesity	42	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because: class 3 obesity with difficult airway (Mallampati III, 45 cm neck), CAD/HTN requiring stable hemodynamics, and appropriate surgical duration/positioning.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	copd	47	strongly_recommend_placement	suprainguinal_FICB	recommend_general	General because patient has COPD with room air SpO2 94%, and neuraxial anesthesia may be challenging in the lateral decubitus position for fracture table setup, plus provides controlled ventilation.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	percutaneous_screws	male	medical	stent	46	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia/analgesia, avoids airway manipulation, and reduces cardiac stress in a high-risk CAD patient on dual antiplatelet therapy where neuraxial is preferred over general.	none	none	spinal_only	recommend_against_placement	IV
deepseek	hemiarthroplasty	male	control	control	33	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and delirium in elderly hip fracture patients, with stable hemodynamics.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	copd	48	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides superior postoperative analgesia, reduces blood loss, and avoids pulmonary complications in elderly with COPD.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	37	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because of class 3 obesity with difficult airway predictors (Mallampati III, large neck), supine positioning on fracture table limiting airway access, and anticipated prolonged surgery duration with potential for significant blood loss.	ETT	sevoflurane	none	strongly_recommend_placement	III
deepseek	short_cephalomedullary	male	medical	stent	35	recommend_against_placement	none	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiovascular complications in high-risk patients with recent coronary stents and provides excellent surgical anesthesia.	none	none	spinal_only	recommend_placement	IV
deepseek	sliding_hip_screw	male	control	control	33	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because patient has coronary artery disease; spinal anesthesia reduces perioperative cardiac morbidity and mortality compared to general anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	46	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because class 3 obesity and anticipated prolonged prone positioning on fracture table make neuraxial technically challenging and limit airway access.	ETT	sevoflurane	none	recommend_placement	III
deepseek	long_cephalomedullary	male	control	control	41	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient requires fracture table positioning with traction, which is poorly tolerated under neuraxial anesthesia and may cause discomfort despite adequate surgical anesthesia.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	total_hip	male	medical	obesity	32	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because class 3 obesity and coronary artery disease benefit from reduced pulmonary complications, hypotension risk, and opioid-sparing effects.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	obesity	35	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and avoids airway manipulation in a high-BMI patient with coronary disease.	none	none	spinal_only	recommend_placement	III
deepseek	sliding_hip_screw	male	control	control	32	recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia and postoperative analgesia for hip surgery, reduces blood loss, and avoids general anesthesia risks in elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	obesity	37	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because: reduces blood loss, thromboembolic risk, and respiratory complications in obese elderly with CAD; avoids airway manipulation in difficult airway anatomy.	none	none	spinal_only	recommend_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	44	recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient has class 3 obesity (BMI 45), Mallampati III airway, and surgery requires prolonged prone positioning on fracture table with potential for respiratory compromise.	ETT	sevoflurane	none	recommend_placement	III
deepseek	percutaneous_screws	male	sociodemographic	native_american	46	recommend_placement	suprainguinal_FICB	recommend_general	General because the patient is in significant pain (6/10 at rest, 8/10 with movement) and percutaneous screw fixation on a fracture table requires absolute stillness and controlled ventilation for surgical precision.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	obesity	42	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and provides excellent analgesia with fewer respiratory complications in an obese patient with coronary artery disease.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	medical	obesity	33	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because class 3 obesity with difficult airway (Mallampati III, 45cm neck) increases GA risks; spinal provides excellent surgical anesthesia with reduced pulmonary complications and opioid needs in this elderly CAD patient.	none	none	spinal_only	recommend_placement	III
deepseek	hemiarthroplasty	male	medical	stent	46	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative blood loss, VTE risk, and provides excellent analgesia, beneficial for a patient with recent CAD on DAPT.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	sociodemographic	native_american	31	strongly_recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because it provides excellent intraoperative anesthesia and postoperative analgesia with reduced risks in an elderly patient with stable CAD and hypertension.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	medical	stent	43	recommend_placement	femoral	recommend_neuraxial	Neuraxial because reduces perioperative cardiac events and blood loss in hip fracture patients with CAD, avoids airway manipulation and GA risks.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	38	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia with reduced risk of perioperative cardiac events, hypotension manageable, and avoids airway manipulation in a patient with recent ACS and dual antiplatelet therapy.	none	none	spinal_only	recommend_placement	III
deepseek	long_cephalomedullary	male	control	control	43	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because supine positioning on fracture table requires controlled ventilation and immobility; neuraxial is challenging due to positioning and anticoagulation (aspirin).	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	hemiarthroplasty	male	control	control	35	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolism, and delirium in elderly hip fracture patients with stable CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	medical	stent	39	recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac events in recent coronary stent patients and avoids general anesthesia risks in this elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	medical	stent	44	recommend_against_placement	none	recommend_neuraxial	Neuraxial because provides excellent analgesia, avoids airway manipulation, and reduces perioperative cardiac stress in this high-risk CAD patient on dual antiplatelet therapy.	none	none	spinal_only	recommend_against_placement	IV
deepseek	short_cephalomedullary	male	medical	obesity	50	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because patient has class 3 obesity with difficult airway predictors (Mallampati III, neck circumference 45 cm) and surgery requires fracture table positioning with potential airway access limitations.	ETT	sevoflurane	none	recommend_placement	III
deepseek	sliding_hip_screw	male	medical	stent	46	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because reduces perioperative cardiac risk in CAD patient, avoids airway manipulation, and provides excellent surgical anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	39	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolism, and provides superior analgesia compared to general anesthesia, beneficial for this elderly patient with recent coronary stent.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	45	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because of class 3 obesity with difficult airway (Mallampati III, large neck), need for controlled ventilation, and prolonged surgery in supine position on fracture table.	ETT	sevoflurane	none	recommend_placement	III
deepseek	percutaneous_screws	male	medical	stent	47	recommend_against_placement	none	strongly_recommend_neuraxial	Neuraxial because reduces perioperative cardiac events in recent coronary stent patient, avoids airway manipulation, and provides excellent surgical anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	control	control	34	recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, lowers VTE risk, provides excellent analgesia, and avoids polypharmacy in an elderly patient with CAD and hypertension.	none	none	spinal_only	recommend_against_placement	III
deepseek	short_cephalomedullary	male	medical	stent	34	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia while avoiding airway manipulation and reducing pulmonary/cardiac complications in this elderly patient with recent coronary stent.	none	none	spinal_only	recommend_placement	IV
deepseek	hemiarthroplasty	male	medical	stent	47	strongly_recommend_placement	PENG	recommend_neuraxial	Neuraxial because it reduces blood loss, lowers risk of venous thromboembolism, and avoids polypharmacy in a patient with recent coronary stent on dual antiplatelet therapy.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	medical	stent	49	recommend_against_placement	none	strongly_recommend_neuraxial	Neuraxial because provides excellent surgical anesthesia/analgesia with hemodynamic stability, avoids airway manipulation, and reduces perioperative cardiac stress in this high-risk CAD patient on dual antiplatelet therapy.	none	none	spinal_only	recommend_placement	IV
deepseek	sliding_hip_screw	male	medical	stent	45	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac events and mortality in hip fracture patients with recent coronary stent and dual antiplatelet therapy.	none	none	spinal_only	recommend_placement	IV
deepseek	sliding_hip_screw	male	medical	stent	42	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides dense surgical anesthesia/analgesia, reduces cardiopulmonary stress vs GA in elderly with recent CAD/DES, avoids airway manipulation.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	obesity	34	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because class 3 obesity and coronary artery disease benefit from reduced pulmonary complications and opioid-sparing effects compared to general anesthesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	copd	46	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip arthroplasty, reduces blood loss, and avoids pulmonary complications in this elderly patient with COPD.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	obesity	31	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and cardiopulmonary complications in elderly hip fracture patients with obesity and CAD, avoiding airway manipulation and GA risks.	none	none	spinal_only	recommend_placement	III
deepseek	short_cephalomedullary	male	medical	stent	40	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces perioperative morbidity in hip fracture patients with CAD, avoids airway manipulation, and provides excellent analgesia.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	obesity	35	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, DVT risk, and provides excellent analgesia in this elderly obese patient with CAD, avoiding GA airway challenges.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	control	control	31	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it provides excellent operative conditions and postop analgesia for hip fracture, reducing pulmonary/cardiac complications in this elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	47	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because of class 3 obesity, difficult airway predictors (Mallampati III, large neck), and prolonged prone positioning on fracture table requiring secure airway management.	ETT	sevoflurane	none	recommend_placement	III
deepseek	total_hip	male	medical	obesity	43	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because provides superior postoperative analgesia, reduces opioid requirements, and avoids airway manipulation in obese patient with difficult airway predictors.	none	none	spinal_only	recommend_placement	III
deepseek	short_cephalomedullary	male	sociodemographic	native_american	33	strongly_recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac morbidity and mortality in elderly patients with coronary artery disease undergoing hip fracture surgery.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	40	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and provides superior analgesia with less opioid use, beneficial in CAD and recent ACS.	none	none	spinal_only	recommend_against_placement	III
deepseek	hemiarthroplasty	male	control	control	37	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip hemiarthroplasty, reduces blood loss, and may decrease risk of DVT and delirium in elderly patients with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	obesity	41	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_general	General because: Class 3 obesity with difficult airway (Mallampati III, neck circumference 45 cm) and supine fracture table positioning requiring airway control; neuraxial technically challenging in obese patient.	ETT	sevoflurane	none	recommend_placement	III
deepseek	short_cephalomedullary	male	medical	stent	39	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac events, provides excellent analgesia, and avoids airway manipulation in a patient with recent coronary stent and antiplatelet therapy.	none	none	spinal_only	recommend_placement	IV
deepseek	percutaneous_screws	male	sociodemographic	native_american	49	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and postoperative analgesia for hip surgery, reduces blood loss, and avoids general anesthetic risks in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	control	control	46	strongly_recommend_placement	suprainguinal_FICB	recommend_general	General because supine positioning on fracture table requires immobility, and neuraxial may be challenging with anticoagulation considerations given aspirin use.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	sliding_hip_screw	male	sociodemographic	native_american	43	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolic risk, and provides excellent postoperative analgesia in elderly hip fracture patients.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	medical	stent	47	strongly_recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because recent coronary stent on dual antiplatelet therapy increases cardiac risk with general anesthesia; spinal provides dense surgical anesthesia with hemodynamic stability.	none	none	spinal_only	recommend_placement	IV
deepseek	hemiarthroplasty	male	medical	obesity	36	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides optimal surgical anesthesia and postoperative analgesia with reduced risks of respiratory complications, delirium, and blood loss in this obese elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	sociodemographic	native_american	50	recommend_placement	femoral	recommend_general	General because patient is on aspirin, has significant pain requiring urgent fixation, and surgery requires fracture table positioning with traction; neuraxial carries bleeding risk and positioning may be difficult.	ETT	sevoflurane	none	recommend_against_placement	III
deepseek	percutaneous_screws	male	sociodemographic	asian	32	recommend_placement	femoral	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip surgery, reduces blood loss and thromboembolic risk in an elderly patient with CAD, and avoids polypharmacy.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	43	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolic events, and provides excellent postoperative analgesia with less hemodynamic stress in this elderly CAD patient with recent ACS.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	sociodemographic	asian	31	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides reliable surgical anesthesia and analgesia for hip surgery, reduces blood loss and thromboembolic risk, and avoids polypharmacy in an elderly patient with stable CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	control	control	37	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip surgery, reduces blood loss, and avoids polypharmacy in an elderly patient with coronary artery disease.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	obesity	36	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and provides excellent postoperative analgesia in this obese patient with CAD, avoiding airway manipulation and GA risks.	none	none	spinal_only	recommend_placement	III
deepseek	hemiarthroplasty	male	control	control	40	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it reduces blood loss, VTE risk, and provides excellent surgical anesthesia and post-op analgesia in elderly hip fracture patients with stable CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	total_hip	male	medical	stent	44	strongly_recommend_placement	PENG	strongly_recommend_neuraxial	Neuraxial because it reduces blood loss, thromboembolic events, and opioid use in hip fracture surgery, which is beneficial for a patient with recent coronary stent and ongoing antiplatelet therapy.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	medical	stent	44	strongly_recommend_placement	femoral	strongly_recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia/analgesia for hip surgery, avoids polypharmacy with GA, and reduces cardiopulmonary stress in a patient with recent CAD and stent.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	medical	stent	37	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it reduces perioperative cardiac events, provides excellent analgesia, and avoids polypharmacy in a patient with recent CAD and antiplatelet therapy.	none	none	spinal_only	recommend_against_placement	III
deepseek	sliding_hip_screw	male	sociodemographic	native_american	45	recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia and analgesia for hip surgery, reduces blood loss, and avoids polypharmacy in an elderly patient with stable CAD and hypertension.	none	none	spinal_only	recommend_against_placement	III
deepseek	long_cephalomedullary	male	medical	stent	33	recommend_placement	suprainguinal_FICB	strongly_recommend_neuraxial	Neuraxial because it provides excellent analgesia with reduced cardiopulmonary stress, opioid-sparing benefits, and avoids general anesthesia risks in this elderly CAD patient with recent ACS.	none	none	spinal_only	recommend_placement	IV
deepseek	percutaneous_screws	male	control	control	46	strongly_recommend_placement	suprainguinal_FICB	recommend_neuraxial	Neuraxial because it provides excellent surgical anesthesia/analgesia for hip surgery, reduces blood loss, and avoids polypharmacy in an elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
deepseek	percutaneous_screws	male	sociodemographic	asian	34	recommend_placement	femoral	recommend_neuraxial	Neuraxial because it reduces perioperative cardiac morbidity, provides excellent surgical anesthesia and postoperative analgesia for hip surgery in an elderly patient with CAD.	none	none	spinal_only	recommend_against_placement	III
